id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors
9092437,2011-01-30 19:11:00,230,5788,122.59,Swipe Transaction,15574,Crookston,MN,56716.0,3393,
9094016,2011-01-31 08:32:00,1825,4310,24.63,Swipe Transaction,76161,Aurora,CO,80013.0,5310,
9095654,2011-01-31 13:51:00,1940,3230,120.00,Swipe Transaction,27092,Elmhurst,NY,11373.0,4829,
9097275,2011-01-31 22:37:00,1541,228,17.11,Swipe Transaction,81223,Clinton,TN,37716.0,4121,
9098894,2011-02-01 10:24:00,876,5773,32.07,Swipe Transaction,61195,Wichita,KS,67212.0,5541,
9100519,2011-02-01 15:49:00,350,3709,48.12,Swipe Transaction,87988,Jessup,MD,20794.0,5411,
9102105,2011-02-02 06:39:00,1898,5352,38.72,Online Transaction,39021,ONLINE,,,4784,
9103730,2011-02-02 12:00:00,1295,3318,73.00,Swipe Transaction,72351,Duluth,MN,55807.0,5541,
9105377,2011-02-02 18:32:00,34,3342,41.46,Swipe Transaction,23481,Sacramento,CA,95829.0,5812,
9106974,2011-02-03 08:37:00,1102,5010,12.81,Swipe Transaction,68671,Tulsa,OK,74137.0,5541,
9108630,2011-02-03 14:02:00,1394,6027,8.21,Online Transaction,18563,ONLINE,,,4121,
9110210,2011-02-03 22:06:00,1360,2184,57.00,Swipe Transaction,59935,Crestview,FL,32536.0,5499,
9111835,2011-02-04 10:16:00,643,5597,25.02,Swipe Transaction,33395,Saint Albans,NY,11412.0,4121,
9113467,2011-02-04 15:36:00,366,2934,29.16,Swipe Transaction,84673,Oshkosh,WI,54901.0,5651,
9115045,2011-02-05 06:29:00,379,2019,1.08,Swipe Transaction,86438,Mobile,AL,36693.0,5499,
9116677,2011-02-05 13:17:00,1267,44,54.51,Swipe Transaction,60569,Kirkland,WA,98034.0,5300,
9118297,2011-02-05 21:01:00,1535,3461,224.05,Swipe Transaction,20892,Lucasville,OH,45648.0,4900,
9119913,2011-02-06 10:43:00,1039,4937,132.02,Swipe Transaction,67870,Los Angeles,CA,90033.0,4900,
9121526,2011-02-06 16:28:00,1084,5987,148.59,Swipe Transaction,22204,Tacoma,WA,98403.0,5541,
9123124,2011-02-07 06:53:00,61,3503,70.03,Swipe Transaction,86410,Yonkers,NY,10701.0,5211,
9124739,2011-02-07 12:31:00,1258,5951,18.80,Swipe Transaction,83480,Mira Loma,CA,91752.0,9402,
9126341,2011-02-07 18:50:00,1776,4938,53.60,Swipe Transaction,81833,Warsaw,OH,43844.0,5912,
9127942,2011-02-08 08:47:00,566,2543,93.13,Swipe Transaction,60569,Lapeer,MI,48446.0,5300,
9129598,2011-02-08 14:13:00,490,5133,15.99,Swipe Transaction,16851,San Antonio,TX,78201.0,5813,
9131200,2011-02-08 22:48:00,156,4604,25.78,Swipe Transaction,46284,Fontana,CA,92335.0,5411,
9132812,2011-02-09 10:31:00,1291,2473,29.44,Swipe Transaction,95855,Sullivan,MO,63080.0,7538,
9134419,2011-02-09 16:04:00,1651,4181,95.00,Swipe Transaction,43293,Cordova,TN,38016.0,5499,
9136006,2011-02-10 06:53:00,156,4604,35.16,Swipe Transaction,48919,Fontana,CA,92335.0,5311,
9137626,2011-02-10 12:17:00,229,5942,18.47,Swipe Transaction,12328,Waverly,IA,50677.0,5812,
9139231,2011-02-10 18:23:00,1060,3907,42.85,Swipe Transaction,22204,Indianapolis,IN,46221.0,5541,
9140830,2011-02-11 08:19:00,660,5185,2.83,Swipe Transaction,26810,Henrico,VA,23231.0,5541,
9142477,2011-02-11 13:44:00,1695,3060,-88.00,Swipe Transaction,59935,Whittier,CA,90603.0,5499,
9144086,2011-02-11 21:42:00,1723,4099,43.67,Swipe Transaction,81536,East Saint Louis,IL,62206.0,5310,
9145711,2011-02-12 11:19:00,737,148,31.51,Swipe Transaction,60569,Gold Hill,OR,97525.0,5300,
9147352,2011-02-12 17:40:00,1919,4302,-78.00,Swipe Transaction,61195,East Hampton,NY,11937.0,5541,
9148932,2011-02-13 08:35:00,464,3233,1.53,Swipe Transaction,14528,Orlando,FL,32808.0,5499,
9150565,2011-02-13 14:51:00,138,4608,49.55,Swipe Transaction,53894,Marion Center,PA,15759.0,5411,
9152169,2011-02-14 02:28:00,1142,4217,2.38,Swipe Transaction,75781,Canton,MA,2021.0,5411,
9153815,2011-02-14 11:19:00,285,5747,24.42,Swipe Transaction,13646,Watsonville,CA,95076.0,7538,
9155459,2011-02-14 17:09:00,1942,2116,3.00,Swipe Transaction,60569,New York,NY,10011.0,5300,
9157045,2011-02-15 07:36:00,490,3769,4.15,Swipe Transaction,20519,San Antonio,TX,78209.0,5942,
9158681,2011-02-15 13:05:00,1063,3498,64.72,Swipe Transaction,64057,Apple River,IL,61001.0,4111,
9160307,2011-02-15 20:09:00,397,2574,38.55,Swipe Transaction,30928,Philadelphia,PA,19133.0,5541,
9161895,2011-02-16 09:08:00,1783,2598,21.04,Swipe Transaction,39348,Oakland,CA,94606.0,5310,
9163542,2011-02-16 14:32:00,1198,2804,46.43,Online Transaction,41122,ONLINE,,,4784,
9165155,2011-02-16 23:38:00,460,3805,6.10,Swipe Transaction,59935,Seattle,WA,98133.0,5499,
9166756,2011-02-17 10:40:00,177,1152,5.04,Swipe Transaction,46965,Memphis,TN,38104.0,7538,
9168402,2011-02-17 16:14:00,870,3257,1.31,Swipe Transaction,14528,Orlando,FL,32835.0,5499,
9169976,2011-02-18 06:56:00,1288,2428,0.70,Swipe Transaction,50783,Poca,WV,25159.0,5411,
9171640,2011-02-18 12:25:00,1106,2183,18.05,Online Transaction,88459,ONLINE,,,5311,
9173239,2011-02-18 18:43:00,1437,5818,1.85,Swipe Transaction,86438,Belfair,WA,98528.0,5499,
9174820,2011-02-19 09:27:00,459,5620,48.91,Swipe Transaction,43293,Littleton,CO,80123.0,5499,Technical Glitch
9176438,2011-02-19 15:34:00,346,4115,33.45,Swipe Transaction,56527,Santa Barbara,CA,93103.0,7832,
9178024,2011-02-20 06:21:00,837,160,91.00,Swipe Transaction,43293,Moatsville,WV,26405.0,5499,
9179639,2011-02-20 12:54:00,1609,5992,-63.00,Swipe Transaction,61195,Burke,VA,22015.0,5541,
9181278,2011-02-20 20:22:00,1435,4294,11.26,Swipe Transaction,77948,Alpharetta,GA,30004.0,4121,
9182885,2011-02-21 09:26:00,441,5223,3.74,Swipe Transaction,25717,Woodstock,GA,30188.0,5812,
9184485,2011-02-21 14:49:00,1437,5818,1.50,Swipe Transaction,86438,Belfair,WA,98528.0,5499,
9186062,2011-02-22 01:31:00,503,2513,21.94,Swipe Transaction,86410,Chicago,IL,60632.0,5211,
9187657,2011-02-22 10:49:00,798,5870,15.12,Swipe Transaction,87517,Murrieta,CA,92563.0,5411,
9189307,2011-02-22 16:16:00,172,1232,7.31,Swipe Transaction,32858,Independence,MO,64058.0,5311,
9190905,2011-02-23 06:51:00,1428,5116,1.71,Swipe Transaction,14528,Lebanon,MO,65536.0,5499,
9192508,2011-02-23 11:53:00,1782,2172,36.90,Swipe Transaction,27601,Westminster,CA,92683.0,7538,
9194154,2011-02-23 18:25:00,655,4134,20.00,Swipe Transaction,27092,Madison,OH,44057.0,4829,
9195793,2011-02-24 08:39:00,552,3275,31.46,Swipe Transaction,17392,Gainesville,FL,32608.0,5912,
9197440,2011-02-24 13:54:00,580,5109,52.55,Swipe Transaction,30286,Findlay,OH,45840.0,4814,
9199034,2011-02-24 22:23:00,630,2059,100.00,Swipe Transaction,27092,Oradell,NJ,7649.0,4829,
9200664,2011-02-25 10:19:00,827,4514,12.54,Swipe Transaction,32087,Utica,NY,13501.0,5411,
9202279,2011-02-25 15:24:00,63,5489,0.78,Online Transaction,39021,ONLINE,,,4784,
9203889,2011-02-26 06:09:00,379,3881,1.16,Swipe Transaction,86438,Mobile,AL,36693.0,5499,
9205530,2011-02-26 13:06:00,1452,3801,-63.00,Swipe Transaction,59935,Houston,TX,77056.0,5499,
9207145,2011-02-26 20:58:00,1145,6011,34.93,Swipe Transaction,50604,Appleton,WI,54913.0,5813,
9208745,2011-02-27 11:01:00,1535,187,9.91,Swipe Transaction,81536,Oak Hill,OH,45656.0,5310,
9210379,2011-02-27 16:55:00,1757,142,184.35,Swipe Transaction,52923,Staten Island,NY,10314.0,3504,
9211980,2011-02-28 07:25:00,1088,4574,19.40,Swipe Transaction,82981,Charleston,SC,29403.0,5912,
9213590,2011-02-28 12:50:00,1891,1251,28.69,Swipe Transaction,59935,Port Orange,FL,32127.0,5499,
9215221,2011-02-28 19:43:00,642,5934,44.10,Swipe Transaction,32606,Longview,TX,75604.0,7832,
9216833,2011-03-01 08:53:00,385,1290,4.27,Swipe Transaction,98374,Bluffton,SC,29910.0,5411,
9218459,2011-03-01 14:11:00,410,4954,5.90,Swipe Transaction,46284,Lincoln,NE,68505.0,5411,
9220069,2011-03-01 22:23:00,1340,2954,133.92,Swipe Transaction,23449,Houston,TX,77064.0,5411,Insufficient Balance
9221698,2011-03-02 10:26:00,1508,3279,0.79,Swipe Transaction,22204,Bloomington,IN,47403.0,5541,
9223340,2011-03-02 16:14:00,161,5588,48.55,Swipe Transaction,52106,Waco,TX,76707.0,5411,
9224945,2011-03-03 07:08:00,249,132,32.89,Swipe Transaction,11901,Rialto,CA,92376.0,5300,
9226600,2011-03-03 12:31:00,1177,4164,212.02,Online Transaction,73186,ONLINE,,,4814,
9228210,2011-03-03 19:17:00,1096,5225,9.99,Swipe Transaction,46983,Syracuse,NY,13212.0,5912,
9229802,2011-03-04 08:53:00,1317,5790,9.09,Swipe Transaction,75781,Egg Harbor Township,NJ,8234.0,5411,
9231477,2011-03-04 14:06:00,1909,5640,27.31,Online Transaction,15143,ONLINE,,,4784,
9233086,2011-03-04 22:41:00,1495,2922,51.93,Swipe Transaction,39200,Indianapolis,IN,46256.0,7538,
9234726,2011-03-05 11:40:00,856,1285,57.00,Swipe Transaction,59935,Bethesda,MD,20814.0,5499,
9236325,2011-03-05 18:01:00,249,5134,98.26,Swipe Transaction,82147,Rialto,CA,92376.0,4900,
9237933,2011-03-06 08:56:00,1776,4938,-71.00,Swipe Transaction,43293,Liberty,WV,25124.0,5499,
9239560,2011-03-06 15:03:00,1659,185,34.61,Online Transaction,16798,ONLINE,,,4121,
9241142,2011-03-07 01:07:00,1642,4281,3.52,Swipe Transaction,75781,Manasquan,NJ,8736.0,5411,
9242728,2011-03-07 10:44:00,1121,5511,287.00,Swipe Transaction,7777,Edinburgh,United Kingdom,,3684,
9244372,2011-03-07 15:57:00,464,3233,95.24,Swipe Transaction,85077,Orlando,FL,32804.0,7538,
9245984,2011-03-08 06:37:00,457,5554,66.41,Swipe Transaction,34702,Charlotte,NC,28227.0,5310,
9247617,2011-03-08 11:59:00,763,4993,102.94,Swipe Transaction,20519,Philadelphia,PA,19116.0,5942,
9249275,2011-03-08 18:01:00,1115,1014,17.76,Swipe Transaction,81833,Tyler,TX,75707.0,5912,
9250853,2011-03-09 08:15:00,177,3715,80.00,Swipe Transaction,27092,Memphis,TN,38116.0,4829,
9252487,2011-03-09 13:19:00,285,2927,27.01,Swipe Transaction,13646,Watsonville,CA,95076.0,7538,
9254076,2011-03-09 20:42:00,190,2496,40.77,Swipe Transaction,55060,Skokie,IL,60077.0,5812,
9255716,2011-03-10 09:43:00,1629,4290,119.29,Swipe Transaction,73629,Fort Lauderdale,FL,33313.0,8043,
9257327,2011-03-10 15:03:00,1758,3440,0.09,Swipe Transaction,14528,Meridian,MS,39301.0,5499,
9258926,2011-03-11 06:08:00,825,4524,134.39,Swipe Transaction,48919,La Verne,CA,91750.0,5311,
9260558,2011-03-11 12:01:00,385,5124,58.00,Swipe Transaction,59935,Bluffton,SC,29910.0,5499,
9262240,2011-03-11 18:10:00,1135,3081,11.60,Online Transaction,18563,ONLINE,,,4121,
9263854,2011-03-12 08:44:00,37,1230,45.08,Swipe Transaction,26810,Hastings,NY,13076.0,5541,
9265512,2011-03-12 15:04:00,1048,5037,6.88,Swipe Transaction,24504,Pasadena,TX,77505.0,4214,
9267102,2011-03-13 06:08:00,676,1250,11.47,Swipe Transaction,68671,Tulsa,OK,74137.0,5541,
9268719,2011-03-13 12:38:00,1535,3461,34.62,Swipe Transaction,61962,Lucasville,OH,45648.0,5411,
9270344,2011-03-13 19:48:00,1340,2954,10.77,Swipe Transaction,75936,San Diego,CA,92126.0,5814,
9271945,2011-03-14 08:59:00,1486,4345,3.47,Swipe Transaction,15062,Glade Valley,NC,28627.0,5411,
9273591,2011-03-14 14:26:00,75,3781,10.02,Swipe Transaction,13523,Houston,TX,77074.0,5310,
9275186,2011-03-15 00:07:00,1777,4557,121.77,Swipe Transaction,49454,Annandale,VA,22003.0,4900,
9276789,2011-03-15 10:38:00,602,4165,-92.00,Swipe Transaction,61195,Reidsville,NC,27320.0,5541,
9278414,2011-03-15 16:03:00,1994,6032,15.34,Swipe Transaction,78748,Reno,NV,89511.0,7542,
9279991,2011-03-16 06:59:00,1381,3738,7.34,Swipe Transaction,55060,Mentor,OH,44060.0,5812,
9281619,2011-03-16 12:15:00,425,3931,-70.00,Swipe Transaction,59935,Carmel Valley,CA,93924.0,5499,
9283270,2011-03-16 18:38:00,779,2069,21.39,Online Transaction,41122,ONLINE,,,4784,
9284840,2011-03-17 08:42:00,1648,2624,49.86,Swipe Transaction,36934,Morris Plains,NJ,7950.0,7538,
9286471,2011-03-17 14:07:00,285,2927,16.52,Swipe Transaction,24823,Watsonville,CA,95076.0,7538,
9288091,2011-03-17 23:41:00,461,1209,20.19,Swipe Transaction,50783,Southgate,MI,48195.0,5411,
9289713,2011-03-18 10:35:00,810,4262,16.80,Swipe Transaction,83480,Springfield,KY,40069.0,9402,
9291344,2011-03-18 15:57:00,660,5185,89.68,Swipe Transaction,55290,Henrico,VA,23231.0,5300,
9292962,2011-03-19 06:54:00,1131,5604,140.00,Swipe Transaction,27092,Spring Hill,KS,66083.0,4829,
9294603,2011-03-19 13:26:00,1103,2599,30.66,Swipe Transaction,19408,Genesee,ID,83832.0,5411,
9296217,2011-03-19 21:27:00,1267,3802,68.07,Swipe Transaction,88590,Las Vegas,NV,89101.0,5812,
9297806,2011-03-20 10:51:00,1676,5158,7.31,Swipe Transaction,15027,Garden City,MO,64747.0,5812,
9299465,2011-03-20 16:36:00,1452,3801,16.54,Swipe Transaction,59935,Houston,TX,77056.0,5499,
9301071,2011-03-21 07:04:00,1104,4768,-66.00,Swipe Transaction,43293,Pompano Beach,FL,33060.0,5499,
9302704,2011-03-21 12:24:00,133,4683,65.98,Swipe Transaction,32858,Roswell,GA,30076.0,5311,
9304319,2011-03-21 18:56:00,1642,4281,5.90,Swipe Transaction,75781,Manasquan,NJ,8736.0,5411,
9305921,2011-03-22 08:40:00,1972,2466,3.45,Swipe Transaction,91886,Cleveland,OH,44104.0,5411,
9307567,2011-03-22 14:08:00,1888,1017,50.00,Swipe Transaction,43293,Cabo San Lucas,Mexico,,5499,
9309175,2011-03-22 23:33:00,672,3396,15.48,Online Transaction,9932,ONLINE,,,5311,
9310822,2011-03-23 10:46:00,449,2225,71.44,Swipe Transaction,60569,Pittsburgh,PA,15211.0,5300,
9312427,2011-03-23 15:58:00,1083,3710,5.44,Swipe Transaction,22662,Ashland,KY,41102.0,5921,
9314054,2011-03-24 07:04:00,1237,3372,2.21,Swipe Transaction,14528,Niagara Falls,NY,14303.0,5499,
9315680,2011-03-24 12:18:00,1558,4747,64.13,Online Transaction,39021,ONLINE,,,4784,
9317287,2011-03-24 18:32:00,1466,4634,17.22,Online Transaction,16798,ONLINE,,,4121,
9318870,2011-03-25 08:18:00,1873,4741,27.25,Swipe Transaction,68671,El Paso,TX,79902.0,5541,
9320555,2011-03-25 13:43:00,1699,2204,27.14,Swipe Transaction,42697,San Jose,CA,95134.0,5947,
9322202,2011-03-25 22:26:00,630,5629,100.00,Swipe Transaction,27092,Jacksonville,FL,32221.0,4829,Insufficient Balance
9323851,2011-03-26 11:36:00,1433,203,16.51,Swipe Transaction,50783,Cicero,IL,60804.0,5411,
9325505,2011-03-26 18:03:00,1758,2154,38.95,Swipe Transaction,30055,Louin,MS,39338.0,7832,
9327090,2011-03-27 08:32:00,914,2859,-94.00,Swipe Transaction,59935,Wichita,KS,67212.0,5499,
9328750,2011-03-27 14:48:00,1717,2652,81.99,Swipe Transaction,48919,Ransomville,NY,14131.0,5311,
9330373,2011-03-28 01:05:00,1988,2161,146.66,Swipe Transaction,81833,Miami,FL,33156.0,5912,
9332007,2011-03-28 10:59:00,1259,3289,6.24,Swipe Transaction,22204,Wilton,CT,6897.0,5541,
9333613,2011-03-28 16:27:00,190,3851,37.26,Swipe Transaction,59935,Skokie,IL,60077.0,5499,
9335216,2011-03-29 06:56:00,1664,2273,4.69,Swipe Transaction,83271,Dearborn,MI,48124.0,4214,
9336857,2011-03-29 12:16:00,121,5952,11.40,Swipe Transaction,59935,Menasha,WI,54952.0,5499,
9338471,2011-03-29 18:33:00,285,5747,80.00,Swipe Transaction,27092,San Jose,CA,95111.0,4829,
9340084,2011-03-30 08:38:00,1407,4695,7.27,Swipe Transaction,98374,Bon Air,AL,35032.0,5411,
9341760,2011-03-30 14:09:00,962,1217,41.40,Swipe Transaction,77129,Green Bay,WI,54302.0,7538,
9343364,2011-03-30 22:39:00,260,5119,-82.00,Swipe Transaction,22204,Mission,TX,78572.0,5541,
9344986,2011-03-31 10:24:00,1459,3383,-100.00,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
9346637,2011-03-31 15:58:00,320,3384,-55.00,Swipe Transaction,61195,Tucson,AZ,85710.0,5541,
9348257,2011-04-01 06:57:00,1478,5994,6.51,Swipe Transaction,75781,Loomis,CA,95650.0,5411,
9349900,2011-04-01 12:20:00,1859,2241,6.67,Swipe Transaction,50867,Middletown,NY,10940.0,5541,
9351502,2011-04-01 18:41:00,478,135,93.22,Swipe Transaction,50783,Suwanee,GA,30024.0,5411,
9353100,2011-04-02 09:13:00,1448,4685,40.95,Online Transaction,39021,ONLINE,,,4784,
9354717,2011-04-02 15:12:00,100,2571,119.64,Online Transaction,56276,ONLINE,,,4899,
9356310,2011-04-03 05:23:00,69,2514,60.00,Swipe Transaction,27092,Massillon,OH,44646.0,4829,
9357892,2011-04-03 12:16:00,1370,3464,177.33,Swipe Transaction,54970,Elk Grove,CA,95624.0,5912,
9359571,2011-04-03 19:17:00,962,1217,23.78,Swipe Transaction,30055,Green Bay,WI,54311.0,7832,Technical Glitch
9361138,2011-04-04 08:28:00,1634,2464,1.60,Swipe Transaction,72225,Alamo,TX,78516.0,5411,
9362822,2011-04-04 13:53:00,1963,4565,22.46,Swipe Transaction,88852,Vacaville,CA,95687.0,4121,
9364438,2011-04-04 21:43:00,1053,2900,246.14,Online Transaction,11722,ONLINE,,,6300,
9366025,2011-04-05 09:51:00,247,2137,81.96,Swipe Transaction,26238,Lake Charles,LA,70605.0,5300,
9367669,2011-04-05 15:21:00,1638,4296,19.82,Swipe Transaction,83480,Lakeville,MN,55044.0,9402,
9369258,2011-04-06 05:11:00,254,1247,0.30,Swipe Transaction,3355,Boulder,CO,80302.0,5411,
9370914,2011-04-06 11:19:00,1204,3821,11.74,Swipe Transaction,5249,Minneapolis,MN,55422.0,5411,
9372551,2011-04-06 16:45:00,908,3252,108.43,Online Transaction,17976,ONLINE,,,4900,
9374161,2011-04-07 07:23:00,1730,277,2.48,Swipe Transaction,14528,Jersey City,NJ,7306.0,5499,
9375835,2011-04-07 12:53:00,1696,2408,7.02,Online Transaction,50404,ONLINE,,,4784,
9377437,2011-04-07 19:24:00,1018,3022,49.39,Swipe Transaction,20519,Jacksonville,FL,32211.0,5942,
9379051,2011-04-08 08:51:00,419,4111,6.85,Swipe Transaction,55730,Murphys,CA,95247.0,5812,
9380698,2011-04-08 14:30:00,1434,2101,487.00,Swipe Transaction,57133,Waianae,HI,96792.0,3730,
9382303,2011-04-09 00:57:00,301,3742,6.52,Online Transaction,39021,ONLINE,,,4784,
9383916,2011-04-09 11:57:00,148,3423,79.81,Swipe Transaction,83659,Bristol,NH,3222.0,7922,
9385540,2011-04-09 18:21:00,1144,2223,44.53,Swipe Transaction,26909,Arlington,TX,76010.0,5211,
9387133,2011-04-10 08:50:00,702,2258,140.00,Swipe Transaction,27092,Wantagh,NY,11793.0,4829,
9388730,2011-04-10 14:58:00,909,4663,122.64,Swipe Transaction,91128,Princeton,MA,1541.0,5411,
9390289,2011-04-10 23:34:00,479,2436,1.53,Swipe Transaction,14528,Pasadena,MD,21122.0,5499,
9391932,2011-04-11 10:32:00,1682,3407,36.66,Online Transaction,80770,ONLINE,,,7922,
9393538,2011-04-11 15:51:00,1857,5498,24.61,Swipe Transaction,78605,Florham Park,NJ,7932.0,5814,
9395147,2011-04-12 06:28:00,1774,5939,1.78,Swipe Transaction,2026,Minneapolis,MN,55421.0,5411,
9396786,2011-04-12 11:44:00,1888,1169,58.01,Swipe Transaction,63403,Farmington,MN,55024.0,5300,
9398414,2011-04-12 17:30:00,671,5592,92.09,Online Transaction,43422,ONLINE,,,6300,
9399983,2011-04-13 07:58:00,126,5466,10.25,Swipe Transaction,20561,Little Rock,AR,72210.0,5912,
9401649,2011-04-13 13:06:00,1063,3498,72.25,Swipe Transaction,64057,Apple River,IL,61001.0,4111,
9403252,2011-04-13 20:17:00,123,227,28.52,Swipe Transaction,32858,Lagrange,GA,30240.0,5311,
9404860,2011-04-14 09:19:00,1559,3301,22.54,Online Transaction,39021,ONLINE,,,4784,
9406474,2011-04-14 14:32:00,837,160,6.10,Swipe Transaction,41760,Lost Creek,WV,26385.0,5310,
9408060,2011-04-14 23:44:00,1411,4700,9.57,Online Transaction,47399,ONLINE,,,5815,
9409674,2011-04-15 10:28:00,1944,1059,8.88,Swipe Transaction,44919,Independence,KY,41051.0,5814,
9411276,2011-04-15 15:40:00,1209,4573,16.88,Online Transaction,47399,ONLINE,,,5815,
9412899,2011-04-16 06:42:00,38,2526,21.56,Online Transaction,39021,ONLINE,,,4784,
9414569,2011-04-16 13:17:00,1330,4579,11.24,Swipe Transaction,22938,Avenal,CA,93204.0,5812,
9416172,2011-04-16 20:32:00,1194,4614,38.76,Swipe Transaction,23481,Chattanooga,TN,37421.0,5812,
9417765,2011-04-17 10:25:00,473,5099,82.00,Swipe Transaction,59935,Detroit,MI,48235.0,5499,
9419395,2011-04-17 16:18:00,997,5046,6.95,Swipe Transaction,32858,Spring Valley,CA,91978.0,5311,
9421000,2011-04-18 06:53:00,1719,2058,2.90,Swipe Transaction,51755,Miami,FL,33179.0,5411,
9422639,2011-04-18 12:24:00,300,3814,4.24,Swipe Transaction,26909,West Haven,CT,6516.0,5211,
9424268,2011-04-18 18:38:00,1844,2854,662.18,Swipe Transaction,68977,Edinburg,TX,78542.0,3174,
9425870,2011-04-19 08:38:00,642,5934,53.96,Online Transaction,54380,ONLINE,,,5192,
9427509,2011-04-19 13:56:00,1717,2652,60.00,Swipe Transaction,27092,Buffalo,NY,14219.0,4829,
9429125,2011-04-19 22:27:00,1980,5829,26.39,Swipe Transaction,86959,Texas City,TX,77590.0,5311,
9430781,2011-04-20 10:28:00,1788,2538,34.76,Swipe Transaction,67570,Bogalusa,LA,70427.0,5311,
9432416,2011-04-20 15:49:00,1291,2473,82.46,Swipe Transaction,82981,Sullivan,MO,63080.0,5912,
9434034,2011-04-21 06:43:00,702,3863,69.19,Swipe Transaction,32175,Lindenhurst,NY,11757.0,7538,
9435668,2011-04-21 12:04:00,1944,1059,14.88,Swipe Transaction,98374,Kenton,KY,41053.0,5411,
9437280,2011-04-21 17:40:00,1575,2112,0.79,Swipe Transaction,14528,Sarasota,FL,34235.0,5499,
9438870,2011-04-22 08:10:00,1485,4736,74.31,Swipe Transaction,75781,Naples,TX,75568.0,5411,
9440520,2011-04-22 13:25:00,1367,2053,11.83,Swipe Transaction,97126,Dayton,OH,45459.0,5411,
9442165,2011-04-22 21:11:00,323,2467,38.89,Swipe Transaction,69965,Las Vegas,NV,89109.0,7995,
9443797,2011-04-23 10:47:00,1459,3383,88.00,Swipe Transaction,43293,Albuquerque,NM,87121.0,5499,
9445432,2011-04-23 16:38:00,1980,5829,46.12,Swipe Transaction,58395,Rosharon,TX,77583.0,5300,
9447033,2011-04-24 07:34:00,1262,3324,24.16,Swipe Transaction,19964,Montague,CA,96064.0,5311,
9448672,2011-04-24 13:40:00,1899,5969,17.27,Online Transaction,39261,ONLINE,,,5815,
9450294,2011-04-24 21:08:00,371,3453,124.44,Swipe Transaction,95310,Richmond,VA,23226.0,5300,
9451859,2011-04-25 09:31:00,699,3875,3.70,Swipe Transaction,75781,Cedar Rapids,IA,52403.0,5411,
9453501,2011-04-25 14:48:00,782,4169,-69.00,Swipe Transaction,43293,Defiance,OH,43512.0,5499,
9455095,2011-04-26 02:01:00,1622,2877,6.75,Swipe Transaction,25887,Canton,MA,2021.0,5814,
9456760,2011-04-26 11:10:00,1241,3501,123.87,Swipe Transaction,32858,Carmel,IN,46032.0,5311,
9458405,2011-04-26 16:40:00,1664,5147,1.00,Swipe Transaction,14528,Ann Arbor,MI,48103.0,5499,
9459989,2011-04-27 07:29:00,1484,2527,0.67,Swipe Transaction,75781,Show Low,AZ,85901.0,5411,
9461638,2011-04-27 12:43:00,1485,5029,14.20,Swipe Transaction,79239,Van Alstyne,TX,75495.0,5812,
9463278,2011-04-27 19:18:00,811,2079,29.24,Swipe Transaction,99416,Overland Park,KS,66221.0,7832,
9464889,2011-04-28 08:51:00,790,3350,2.54,Swipe Transaction,58285,Lakeside,CA,92040.0,5411,
9466522,2011-04-28 14:15:00,1750,3714,232.90,Online Transaction,56276,ONLINE,,,4899,
9468135,2011-04-28 23:49:00,1464,3677,169.19,Swipe Transaction,30286,Rosendale,NY,12472.0,4814,
9469718,2011-04-29 10:23:00,662,2638,1448.04,Online Transaction,6063,ONLINE,,,4511,
9471343,2011-04-29 15:48:00,1694,3306,84.15,Swipe Transaction,58806,Stamford,CT,6902.0,7230,
9472964,2011-04-30 07:03:00,1622,2877,11.31,Swipe Transaction,8136,Canton,MA,2021.0,5411,
9474625,2011-04-30 13:46:00,1027,5543,-77.00,Swipe Transaction,61195,Olathe,KS,66062.0,5541,
9476261,2011-04-30 21:58:00,1807,2823,34.98,Swipe Transaction,56018,Cincinnati,OH,45251.0,5812,
9477843,2011-05-01 11:13:00,547,5526,93.29,Swipe Transaction,30286,Leedey,OK,73654.0,4814,
9479475,2011-05-01 16:59:00,50,5194,25.96,Swipe Transaction,43293,Iron Mountain,MI,49801.0,5499,
9481040,2011-05-02 07:16:00,1687,2509,18.62,Online Transaction,16798,ONLINE,,,4121,
9482702,2011-05-02 12:51:00,248,99,140.00,Swipe Transaction,27092,Tampa,FL,33610.0,4829,
9484310,2011-05-02 19:40:00,1885,4694,80.00,Swipe Transaction,27092,Atlanta,GA,31139.0,4829,
9485932,2011-05-03 09:04:00,849,3477,14.30,Swipe Transaction,59397,Philadelphia,PA,19116.0,5812,
9487605,2011-05-03 14:35:00,1514,78,34.96,Swipe Transaction,22204,Elyria,OH,44035.0,5541,
9489185,2011-05-03 22:49:00,241,3921,0.73,Swipe Transaction,86438,Rockingham,NC,28379.0,5499,
9490792,2011-05-04 10:24:00,1569,4109,49.57,Swipe Transaction,50783,Sioux Falls,SD,57108.0,5411,
9492412,2011-05-04 15:50:00,1613,4549,24.49,Swipe Transaction,92741,Belgrade,ME,4917.0,5813,
9494005,2011-05-05 06:43:00,254,1247,0.26,Swipe Transaction,50783,Frisco,CO,80443.0,5411,
9495686,2011-05-05 12:08:00,961,2201,17.49,Swipe Transaction,58153,Odessa,FL,33556.0,7210,
9497274,2011-05-05 18:21:00,1313,4183,73.39,Swipe Transaction,60569,Pittsburgh,PA,15211.0,5300,
